,tenure,OnlineSecurity,Contract,MonthlyCharges,TotalCharges
1012,9.0,0,0,95.9,5102
1708,4.0,0,0,74.4,2192
1684,35.0,0,0,50.15,994
2599,72.0,2,2,73.0,3692
6788,25.0,1,0,20.8,3279
1916,44.0,0,0,84.8,2779
1984,14.0,0,0,90.9,421
2160,72.0,2,2,83.7,4164
3993,70.0,2,2,66.0,3465
6772,38.0,0,1,62.3,1713
6282,4.0,1,2,19.55,4495
509,1.0,1,0,19.85,1289
3782,12.0,0,0,84.05,5403
2785,25.0,0,2,108.9,2081
1090,51.0,2,1,107.45,3922
6998,13.0,0,0,80.5,25
4678,2.0,0,0,94.2,1326
1649,27.0,0,0,56.15,706
4434,16.0,2,0,90.7,593
6413,32.0,0,0,91.05,2163
2576,53.0,0,0,108.25,4071
1207,9.0,0,0,69.4,3939
579,2.0,1,0,19.65,2744
1807,1.0,0,0,76.35,4851
1323,71.0,1,2,24.65,1057
2357,67.0,2,1,75.1,3590
6067,7.0,2,1,35.3,1961
853,5.0,2,0,64.35,2576
2925,50.0,0,1,103.05,3634
799,62.0,0,1,96.75,4181
2880,12.0,0,0,79.95,74
3391,4.0,1,0,19.0,4723
2360,62.0,1,2,20.05,426
4242,1.0,1,0,19.75,1287
4440,43.0,0,2,60.0,1888
3677,1.0,0,0,30.55,2196
4552,9.0,1,0,20.45,761
5405,34.0,2,1,103.8,2535
3253,36.0,2,0,104.5,2677
1328,23.0,0,0,54.25,362
5483,55.0,0,0,77.75,3177
6705,22.0,0,0,51.1,378
4731,19.0,1,1,19.9,2611
2274,23.0,2,0,99.85,1690
5296,57.0,2,1,41.1,1633
496,28.0,2,0,60.9,1147
3000,12.0,0,0,84.45,100
2233,54.0,2,0,69.9,2795
3653,38.0,2,2,60.0,1565
4670,46.0,2,0,35.05,949
1045,43.0,0,0,99.3,3012
685,1.0,0,0,49.9,3478
117,10.0,2,0,100.25,109
6684,11.0,2,1,36.05,2886
4457,22.0,2,0,75.0,897
2391,8.0,0,0,59.25,3106
3891,42.0,2,1,56.1,1734
5156,17.0,2,1,56.1,5364
3781,29.0,1,1,19.1,3704
5754,22.0,1,0,19.05,3247
4692,16.0,2,0,100.7,830
5109,66.0,2,2,65.85,2925
3554,7.0,0,0,71.05,3355
4149,71.0,0,2,49.35,2575
3046,61.0,0,1,103.3,4355
4713,58.0,0,1,105.05,4116
2028,15.0,1,2,19.6,2429
1287,30.0,0,0,107.5,2387
3538,71.0,2,2,100.2,4692
2369,64.0,2,2,99.25,4370
3047,32.0,0,0,84.15,1917
5171,12.0,0,0,45.9,3586
5759,1.0,0,0,70.15,4597
4493,18.0,1,2,25.3,3249
298,40.0,0,0,74.55,2213
6386,72.0,2,2,83.55,4161
5312,1.0,0,0,51.25,3607
1382,46.0,1,1,24.95,276
3455,1.0,0,0,90.55,5272
2174,19.0,1,1,20.25,2759
5828,72.0,1,2,24.45,1052
203,13.0,0,0,78.3,63
5719,24.0,1,2,19.7,3509
6696,5.0,0,0,96.55,3554
6633,1.0,0,0,74.5,4766
5193,72.0,1,2,26.45,1312
5282,3.0,0,0,95.2,2142
5070,35.0,0,1,85.15,2231
337,68.0,2,2,88.15,4193
2417,10.0,0,0,35.75,2803
2182,56.0,0,2,103.2,4030
3929,50.0,0,1,44.8,1610
4397,72.0,2,2,103.95,4837
3571,35.0,0,0,62.1,1495
4989,7.0,2,0,29.8,1419
3487,52.0,1,2,20.1,134
6095,4.0,1,0,19.65,4443
1738,66.0,0,1,90.55,4186
508,6.0,0,0,80.5,3565
4524,23.0,2,0,99.25,1554
6124,57.0,2,1,59.3,2408
1166,5.0,2,0,53.8,2087
3699,30.0,0,1,70.25,1569
3765,5.0,1,0,25.45,547
7039,72.0,0,1,103.2,4747
5785,46.0,1,2,20.2,5303
6546,24.0,2,0,51.15,447
6055,6.0,0,0,55.0,2489
3874,9.0,0,0,43.75,2906
4555,19.0,1,2,20.2,2782
1765,58.0,2,1,110.65,4359
749,63.0,0,1,90.05,4008
3270,4.0,0,0,100.85,2859
59,72.0,0,2,107.5,4944
706,65.0,2,2,59.6,2710
5665,34.0,0,0,25.05,5178
4739,11.0,2,0,79.0,5327
616,8.0,0,0,25.25,1234
305,52.0,1,2,24.8,371
3809,50.0,1,1,20.15,5428
1633,1.0,0,0,43.8,3067
6130,58.0,2,2,64.9,2738
6716,3.0,0,0,74.1,1652
519,12.0,1,0,20.05,1969
1754,62.0,2,1,74.3,3339
332,46.0,0,1,94.9,3157
6115,72.0,2,2,109.5,4946
4241,22.0,2,0,61.15,677
6428,6.0,0,0,69.25,2996
2045,69.0,0,2,110.5,4790
4170,72.0,2,2,115.15,5130
2087,4.0,2,0,33.65,584
1465,1.0,0,0,74.6,4767
1033,62.0,1,2,23.65,672
2251,11.0,0,0,69.35,4662
3002,27.0,2,1,81.7,1595
3619,72.0,2,2,85.3,4183
5297,54.0,1,2,20.35,165
2428,38.0,0,0,99.25,2728
6820,59.0,0,0,93.35,3752
436,36.0,1,1,20.85,4690
4835,65.0,2,0,104.25,4498
1944,8.0,0,0,25.5,1524
3356,4.0,0,0,50.85,1738
6744,68.0,2,1,101.35,4658
6611,29.0,2,1,69.05,1350
605,72.0,2,2,86.65,4162
4562,71.0,2,2,114.6,5052
3343,16.0,1,1,20.1,2339
1855,46.0,1,2,20.1,5346
4345,69.0,1,1,20.55,645
6551,63.0,0,1,96.0,4173
6264,44.0,0,2,100.1,3115
6527,6.0,0,0,55.3,2383
6628,7.0,0,1,94.05,4278
988,27.0,1,0,19.15,3747
2129,1.0,0,0,75.3,4806
6310,60.0,2,1,44.45,2055
3632,24.0,0,0,79.65,1321
2954,7.0,0,0,75.45,3405
4646,1.0,0,0,70.7,4606
5560,61.0,0,0,94.15,3960
5696,22.0,2,0,54.2,256
6590,1.0,0,0,70.85,4609
461,24.0,0,0,69.45,939
1546,60.0,1,2,19.85,220
2420,4.0,2,0,38.55,879
6347,15.0,0,0,68.6,185
4970,7.0,0,1,24.35,795
6603,14.0,0,0,66.6,5421
6357,65.0,2,1,89.75,3982
444,36.0,0,0,80.4,2154
5154,17.0,2,0,104.2,1104
6150,32.0,0,0,91.05,2109
4330,19.0,0,0,78.25,776
6505,56.0,2,2,59.8,2523
3082,51.0,2,1,59.9,2237
3636,11.0,1,0,19.7,1532
6462,2.0,0,0,95.65,1005
1733,1.0,1,0,19.05,1274
816,2.0,0,0,86.2,1136
3705,69.0,2,2,61.4,2909
6489,1.0,1,0,18.85,1166
2544,12.0,2,1,78.85,5232
790,60.0,2,2,59.85,2626
5272,6.0,0,0,90.1,3659
2999,19.0,1,0,20.6,2965
3204,40.0,1,1,20.4,5184
5083,40.0,2,0,71.35,2098
5445,62.0,0,2,89.1,3770
6116,48.0,0,1,73.85,2620
4975,72.0,0,2,103.75,4743
2813,68.0,1,2,24.55,995
4252,19.0,0,0,56.1,62
6881,32.0,2,0,35.15,86
3009,1.0,1,0,25.0,1840
4340,5.0,0,0,48.65,1710
1785,68.0,2,2,92.2,4310
4576,16.0,1,0,19.75,2303
6797,27.0,0,0,69.05,1156
146,3.0,1,1,19.6,4167
2195,28.0,1,1,25.55,4453
1818,60.0,0,0,74.35,3174
2893,22.0,2,0,59.0,416
1502,49.0,2,1,55.35,1956
3200,54.0,0,0,104.3,3699
3383,6.0,0,0,75.5,3118
5358,18.0,1,0,19.25,2428
6439,35.0,2,0,106.9,2716
1404,35.0,1,2,23.3,4996
5961,1.0,0,0,35.9,2563
6272,54.0,0,1,61.0,2413
79,45.0,1,1,25.9,354
5243,19.0,0,1,87.7,1076
3680,9.0,0,0,40.65,2410
6025,41.0,0,0,45.2,1211
6957,9.0,0,0,86.25,4888
2097,9.0,0,0,94.05,5055
6353,10.0,2,0,54.95,3921
3389,1.0,0,0,70.6,4604
2653,70.0,2,2,75.35,3784
199,1.0,1,0,20.75,1405
5093,49.0,0,2,66.15,2351
2978,24.0,0,0,85.95,1503
3084,9.0,1,1,20.15,963
5030,6.0,0,0,94.5,3969
5940,56.0,0,1,85.85,3396
4776,5.0,0,0,68.95,2569
3138,1.0,0,0,45.3,3202
6148,69.0,2,2,66.9,3268
873,60.0,0,0,50.8,2227
3664,4.0,0,0,50.8,1433
6015,3.0,2,0,74.55,1688
1339,66.0,0,0,105.0,4670
6221,26.0,1,1,19.6,3351
1676,4.0,2,0,80.15,2347
6917,72.0,2,2,84.05,4141
95,12.0,2,0,78.95,5323
2322,49.0,1,2,20.45,46
4593,11.0,1,0,20.3,1808
5524,45.0,2,2,54.65,1898
2127,40.0,2,1,42.35,1067
918,26.0,0,0,80.7,1564
4647,4.0,0,0,45.25,861
1231,20.0,2,0,64.4,635
3207,5.0,1,0,19.65,5306
1451,18.0,2,0,69.5,327
5058,30.0,2,0,48.8,845
3129,70.0,0,1,95.0,4402
1374,45.0,2,2,84.35,2777
1515,41.0,0,1,68.6,2111
5376,18.0,1,1,23.75,3033
6321,30.0,1,0,19.65,4373
5810,17.0,0,0,85.45,735
6637,69.0,2,1,53.65,2747
4017,28.0,2,1,59.0,989
1224,1.0,0,0,45.85,3211
5235,9.0,2,0,81.15,4936
4598,18.0,2,0,56.25,5405
3224,7.0,0,0,74.65,3658
6108,18.0,0,0,25.15,3382
1919,1.0,0,0,50.9,3553
4468,15.0,1,0,25.4,2861
4402,39.0,2,0,48.95,1256
6742,52.0,2,2,79.2,2879
2200,19.0,0,1,58.2,75
1637,66.0,0,1,29.45,1376
7021,12.0,0,1,59.8,4711
5422,68.0,2,2,62.65,3114
5819,70.0,2,2,115.15,5097
560,56.0,0,1,107.25,4129
6966,50.0,2,1,43.05,1586
1346,14.0,0,0,87.25,420
3171,21.0,1,2,20.85,3101
5208,14.0,2,0,59.45,4929
808,40.0,0,0,101.3,2939
1882,29.0,2,0,60.2,1197
3877,21.0,2,1,55.95,262
5275,11.0,0,0,53.75,4153
6061,26.0,0,0,49.5,428
6259,60.0,0,2,76.95,3253
4784,1.0,1,0,19.55,1283
3421,72.0,2,2,97.0,4653
4201,72.0,1,2,19.55,753
5053,16.0,0,0,79.95,434
5501,17.0,0,0,25.1,2755
788,24.0,2,1,78.4,1196
833,37.0,0,0,88.8,2448
1523,8.0,0,0,43.55,2454
4659,65.0,2,2,104.3,4456
607,51.0,0,1,47.85,1714
1927,47.0,0,0,107.35,3613
6403,72.0,2,2,116.6,5126
6510,46.0,2,2,99.65,3297
4919,70.0,2,2,39.15,2006
1780,18.0,1,1,20.15,2814
3658,10.0,0,0,54.25,4016
5245,70.0,1,2,20.15,657
5641,39.0,1,1,25.45,5390
5406,71.0,2,2,97.2,4563
7006,40.0,0,0,104.5,2895
3925,37.0,0,1,72.1,1976
3884,18.0,0,0,88.85,916
3758,1.0,2,0,49.55,3472
4419,8.0,1,0,21.05,623
3099,17.0,1,1,20.15,2582
5549,3.0,0,0,97.9,2320
68,50.0,1,2,20.15,5337
6026,13.0,1,0,19.45,1679
6591,2.0,0,0,69.8,546
1059,23.0,0,0,90.6,1340
3870,68.0,2,1,54.4,2704
1316,7.0,1,0,19.95,760
888,37.0,0,1,91.2,2390
2656,39.0,0,1,59.3,1588
3165,24.0,1,1,20.25,3125
6860,37.0,0,0,101.9,2593
2010,5.0,0,0,75.9,2612
2006,5.0,0,0,47.15,1605
2921,9.0,0,0,95.5,5105
5338,37.0,2,2,45.4,915
5946,42.0,2,1,73.9,2324
6999,3.0,2,0,35.45,103
5162,8.0,1,0,19.45,911
3721,2.0,1,0,20.65,2743
6314,6.0,0,0,73.85,2872
6893,6.0,2,0,55.9,2661
6689,67.0,0,1,112.35,4755
3830,4.0,0,0,100.2,3010
3518,1.0,1,0,19.45,1281
5806,2.0,1,0,19.6,2562
6263,25.0,0,1,54.2,680
3136,17.0,0,0,70.0,246
1688,40.0,1,2,20.15,5028
6486,5.0,0,0,67.95,2565
1702,21.0,2,0,104.4,1579
1457,42.0,0,1,108.3,3270
1714,68.0,2,1,76.75,3678
2226,23.0,2,2,34.6,5064
2164,70.0,2,2,101.1,4592
1796,23.0,0,0,73.65,975
5644,1.0,0,0,76.2,4850
45,49.0,0,0,84.5,2817
5709,12.0,1,1,19.3,1654
2825,15.0,1,0,26.35,2732
564,7.0,0,0,64.3,3172
3971,25.0,1,2,24.75,4566
2842,4.0,2,0,48.25,1432
3605,34.0,0,0,49.8,1085
4386,55.0,2,2,57.55,2242
2663,59.0,2,1,109.15,4376
5570,37.0,0,0,95.15,2585
6038,70.0,2,2,114.2,4897
4389,30.0,2,0,100.4,2153
3817,53.0,1,2,20.25,79
4101,6.0,2,0,59.15,2461
1562,7.0,2,0,34.65,1810
5215,8.0,1,0,20.15,880
446,1.0,0,0,69.55,4551
4095,3.0,2,0,82.3,1518
2586,44.0,1,0,19.6,4928
3231,15.0,2,0,84.45,459
4816,55.0,2,1,75.0,3015
5978,46.0,2,0,84.25,2770
2033,1.0,1,0,20.2,1394
5704,19.0,0,0,86.85,885
1755,12.0,0,0,54.3,4366
5108,23.0,0,0,49.7,145
3860,19.0,0,0,25.35,3912
2021,62.0,2,2,108.15,4503
6151,9.0,0,0,71.0,4454
1437,27.0,0,0,49.0,466
3358,27.0,2,0,53.45,751
2049,69.0,0,0,85.4,4026
5382,56.0,2,1,52.0,2118
5603,1.0,2,0,48.6,3401
4361,29.0,2,1,58.75,1041
473,24.0,2,0,53.6,507
3674,1.0,0,0,45.8,3210
6720,70.0,0,2,84.1,4096
2315,35.0,0,1,73.45,1983
1655,3.0,0,0,44.3,544
2199,52.0,1,2,25.75,555
972,58.0,0,2,70.1,2904
594,1.0,0,0,45.6,3206
172,14.0,0,2,81.95,300
975,71.0,2,2,108.05,4821
416,70.0,0,2,98.7,4521
6567,15.0,2,0,99.7,887
69,10.0,2,0,79.85,5241
880,10.0,2,0,110.1,72
6915,72.0,0,2,97.85,4511
3406,31.0,1,1,20.95,4504
2946,51.0,0,0,80.75,2942
6770,4.0,0,0,78.9,2193
3828,65.0,1,2,19.35,511
6230,1.0,1,0,20.05,1391
6469,35.0,1,2,21.45,4632
4887,38.0,1,0,20.45,4933
3205,72.0,2,2,117.6,5116
520,67.0,0,1,105.4,4588
21,12.0,1,1,19.8,1432
1230,47.0,0,0,87.2,2882
5677,40.0,0,1,80.8,2308
1098,67.0,2,1,89.55,4131
2905,21.0,0,1,79.2,1099
3064,21.0,0,0,68.65,779
4653,30.0,0,0,51.2,882
1644,34.0,2,0,109.8,2623
2877,61.0,0,0,99.15,4119
5650,39.0,2,1,59.8,1699
60,47.0,0,0,100.5,3346
3396,58.0,2,1,99.25,4021
5163,19.0,2,0,34.95,4170
4039,7.0,0,0,94.1,4617
3628,9.0,2,0,69.5,4362
4031,72.0,0,2,110.45,4999
388,44.0,0,0,90.4,2913
6360,1.0,1,0,20.3,1396
11,16.0,1,2,18.95,2398
824,62.0,1,2,25.8,883
1434,12.0,0,0,99.95,235
3946,9.0,2,0,58.5,3754
3216,1.0,0,0,50.45,3545
2354,9.0,1,2,19.6,1360
3011,9.0,1,2,19.75,1500
1794,71.0,2,2,91.05,4253
3433,61.0,2,1,107.75,4358
2862,7.0,0,0,69.35,3220
4631,5.0,0,0,92.5,3230
2579,48.0,1,2,20.15,5425
1256,72.0,2,2,85.9,4177
4609,25.0,0,1,55.1,756
3583,40.0,0,1,60.3,1799
1184,18.0,2,0,87.9,796
3464,31.0,0,0,83.85,1991
3627,16.0,1,1,20.1,2167
4429,70.0,2,2,79.7,3966
3618,47.0,0,0,54.25,1880
5008,6.0,1,2,19.65,266
4003,38.0,1,2,20.3,4783
2427,1.0,0,0,35.9,2563
2600,1.0,0,0,70.1,4596
2372,71.0,2,2,90.3,4249
2817,41.0,1,2,20.65,5230
4952,2.0,2,0,100.2,1370
906,4.0,0,0,56.4,1696
389,1.0,0,0,44.0,3132
1751,14.0,0,0,89.95,294
1822,31.0,0,0,86.55,2008
3189,15.0,1,0,19.8,2024
3447,39.0,0,1,81.4,2368
4774,53.0,0,1,91.15,3445
1126,7.0,0,0,74.65,3785
5879,33.0,2,2,61.05,1429
876,15.0,2,0,105.1,904
6507,58.0,2,0,93.4,3782
6220,10.0,2,2,53.7,3657
5494,8.0,2,0,84.95,4431
3327,66.0,0,1,95.3,4245
1968,53.0,0,1,100.3,3656
5579,70.0,2,2,93.9,4384
1014,18.0,0,0,57.45,5436
1666,8.0,1,2,20.25,1094
4450,15.0,0,0,58.6,5352
1652,17.0,2,0,34.4,4058
6340,23.0,0,0,96.9,1484
1051,16.0,0,0,35.5,3835
4016,1.0,0,0,45.35,3203
1226,72.0,1,2,24.65,1195
6447,60.0,2,1,79.0,3406
5758,22.0,1,1,20.3,3374
5233,8.0,0,0,101.15,5153
4227,69.0,2,2,80.65,3849
18,10.0,0,0,55.2,3700
1983,27.0,2,1,80.85,1585
2017,38.0,1,2,20.4,4785
622,40.0,0,1,85.05,2457
3810,1.0,0,0,44.55,3141
5642,20.0,1,1,19.5,2893
6106,2.0,2,0,55.1,225
1642,29.0,1,0,19.85,3953
3622,72.0,2,2,90.95,4421
5490,6.0,2,0,55.7,2455
3876,22.0,0,0,100.65,1764
3170,28.0,0,1,100.2,2002
5075,42.0,0,0,92.15,2789
5548,70.0,1,2,24.25,1073
3394,26.0,2,1,61.55,903
851,52.0,2,2,85.15,3181
1358,10.0,0,0,70.15,4745
4495,1.0,0,0,70.1,4596
3878,71.0,2,2,116.05,5107
1951,14.0,0,0,50.2,4432
5756,53.0,1,2,19.85,82
869,3.0,1,2,26.4,340
1236,3.0,0,0,76.95,1653
5609,29.0,0,0,80.15,1643
3945,3.0,2,0,34.25,621
6840,1.0,1,0,19.3,1279
4407,8.0,1,0,20.35,1136
2901,72.0,2,2,95.1,4514
1338,1.0,1,0,20.15,1393
1617,27.0,0,0,59.45,936
6563,15.0,0,0,74.9,182
2029,67.0,2,1,90.6,4142
2414,25.0,1,1,20.2,3595
1597,48.0,2,2,96.9,3186
3863,17.0,0,0,102.55,1100
5771,12.0,1,0,20.4,1979
5121,29.0,0,1,70.9,1358
2402,6.0,1,0,19.7,189
5434,33.0,2,0,95.3,2409
440,16.0,2,0,112.95,1257
5886,47.0,1,2,19.75,5368
1211,11.0,0,0,66.35,4774
740,47.0,2,2,65.0,2114
6394,8.0,2,1,58.2,3331
3351,16.0,0,0,53.9,5128
6065,59.0,1,2,25.0,815
5835,30.0,1,2,19.3,4124
5234,40.0,2,1,105.75,3026
4987,71.0,1,2,24.45,1082
4850,54.0,2,1,100.05,3709
5689,5.0,0,0,74.65,2759
4177,21.0,0,0,45.65,5426
4966,19.0,0,0,50.1,5292
2977,1.0,1,0,19.5,1282
3942,1.0,0,0,42.9,3009
1392,33.0,1,1,20.1,4219
2841,3.0,0,0,25.1,4974
3914,39.0,1,1,19.9,4979
4641,1.0,0,0,24.4,1748
1460,5.0,0,0,85.3,3032
110,55.0,2,0,96.75,3682
1848,38.0,1,1,19.3,4832
655,10.0,0,0,95.1,5209
1683,23.0,1,2,19.6,3042
4102,7.0,0,0,44.75,2443
3261,68.0,2,2,85.0,3881
2165,13.0,1,1,20.2,2036
1242,21.0,2,0,28.5,4250
159,10.0,1,2,25.7,1857
1663,51.0,0,0,94.65,3415
5407,63.0,2,2,63.55,2877
5673,4.0,1,1,19.7,281
5001,19.0,0,0,55.0,78
1099,5.0,0,0,55.7,1921
3353,12.0,0,0,85.05,5448
5916,72.0,2,2,112.75,5082
1657,35.0,1,0,25.6,5278
395,66.0,2,2,90.05,4087
6923,53.0,2,1,74.1,2760
2011,53.0,2,0,85.7,3288
2927,1.0,0,0,69.9,4558
5646,1.0,1,0,19.25,1278
6706,1.0,1,0,19.9,1290
1605,65.0,1,2,19.55,357
4197,22.0,0,0,84.75,1186
6050,61.0,2,0,99.4,4074
3897,72.0,2,2,115.5,5155
1470,8.0,1,0,19.2,881
4634,2.0,1,0,18.75,3711
4870,48.0,2,1,64.4,2232
6030,43.0,0,0,49.05,1473
1512,14.0,0,0,84.8,330
2760,26.0,1,1,20.65,4077
3287,19.0,0,1,100.95,1252
353,4.0,0,0,84.8,2698
1270,63.0,1,2,24.65,899
1497,51.0,2,0,79.15,2884
1234,54.0,2,1,105.85,4015
4586,72.0,2,2,118.75,5217
3049,3.0,1,0,19.75,3998
1300,72.0,0,2,110.6,4992
5223,61.0,1,2,25.45,848
363,47.0,1,2,20.55,5363
1281,36.0,1,1,19.25,4487
1604,69.0,0,1,95.75,4353
1192,7.0,0,0,90.45,4065
2868,26.0,0,0,85.75,1522
5616,38.0,2,0,54.5,1472
2346,71.0,0,2,95.75,4516
5038,10.0,1,1,19.3,1220
1549,1.0,0,0,45.85,3211
776,3.0,0,0,40.3,5309
5101,17.0,2,0,106.65,1007
2105,3.0,0,0,75.25,1768
1693,72.0,2,2,114.45,5137
5729,36.0,2,0,51.05,1182
1921,70.0,0,2,85.95,4070
2005,49.0,0,1,100.45,3512
4276,2.0,0,0,49.6,243
2834,42.0,1,1,20.25,5184
2670,51.0,2,1,95.15,3555
6997,27.0,0,0,76.1,1492
3815,3.0,0,0,74.25,1499
3834,57.0,2,1,70.1,2819
1593,4.0,1,0,18.85,5142
723,3.0,0,0,45.35,653
2843,52.0,1,2,19.85,123
1556,1.0,0,0,91.7,5291
5726,47.0,1,2,21.3,70
5831,9.0,0,0,90.8,5040
2408,45.0,1,2,20.85,5257
3173,17.0,1,1,19.35,2257
342,66.0,2,0,67.45,3218
787,34.0,2,0,60.85,1413
6602,40.0,0,0,96.35,2821
3703,9.0,1,1,20.1,1294
4154,6.0,0,0,74.9,3333
6154,72.0,0,2,109.2,4892
4817,1.0,1,0,19.9,1290
2476,69.0,2,2,84.7,4031
5525,54.0,1,1,24.75,550
2557,3.0,0,0,45.45,655
33,1.0,1,0,20.2,1394
2470,67.0,1,2,25.25,1084
4708,56.0,2,2,61.3,2451
6374,72.0,1,2,20.7,771
3861,26.0,0,2,105.45,2018
4568,26.0,0,1,85.2,1553
160,13.0,2,0,56.0,4867
6135,71.0,2,2,114.0,5075
6908,9.0,0,0,55.35,3195
13,49.0,0,0,103.7,3575
6051,16.0,1,0,20.0,2044
1858,19.0,2,0,73.2,714
2849,12.0,1,0,20.3,1811
3671,1.0,0,0,75.1,4805
4796,55.0,2,1,94.75,3698
2819,4.0,2,0,55.2,1576
475,24.0,0,0,80.25,1236
5122,27.0,0,0,49.85,534
6059,39.0,2,1,40.3,964
1154,45.0,1,2,24.65,240
7019,39.0,1,2,20.15,5098
2598,7.0,0,0,75.15,3686
4305,29.0,1,2,19.55,3661
6398,71.0,0,2,106.0,4896
5925,20.0,0,1,68.7,670
4347,50.0,0,2,100.2,3579
668,4.0,0,0,45.65,1305
4453,10.0,0,0,98.5,67
1544,30.0,0,0,50.0,766
1697,63.0,2,2,75.55,3347
4802,28.0,0,0,54.65,820
2162,28.0,0,0,96.6,1999
3573,28.0,1,0,19.55,3776
1752,27.0,2,1,48.7,675
5269,10.0,0,0,59.65,4303
6861,14.0,0,0,91.65,485
4565,71.0,2,1,66.8,3330
1548,25.0,0,0,85.9,1570
2070,49.0,2,0,59.75,2152
1176,6.0,0,0,109.9,4438
5211,8.0,0,0,84.9,4868
5623,40.0,0,0,51.1,1491
6242,72.0,2,2,107.45,4873
515,40.0,0,0,104.8,2955
2504,2.0,2,0,75.7,1268
6693,25.0,0,0,48.25,470
2389,71.0,2,1,85.45,4262
198,72.0,0,2,112.25,5029
4656,22.0,0,0,75.8,941
1110,60.0,2,2,39.6,1777
449,72.0,2,2,105.5,4858
4953,29.0,1,2,19.4,3847
931,33.0,0,2,80.6,1971
3564,63.0,0,1,90.45,4014
7004,38.0,0,0,95.1,2687
3503,66.0,0,1,104.25,4525
401,11.0,1,1,20.05,1725
821,43.0,2,2,79.15,2606
2404,42.0,2,1,94.45,2825
4398,70.0,2,2,68.95,3437
393,19.0,1,0,19.9,2669
2814,62.0,2,2,48.7,2206
2839,41.0,1,2,19.3,4894
4438,51.0,1,2,24.95,365
4557,53.0,0,1,54.9,2239
2330,28.0,0,0,64.4,1173
4107,72.0,2,2,94.45,4568
925,32.0,2,0,76.3,1756
4364,63.0,2,2,80.3,3539
6133,2.0,0,0,24.9,3474
1541,72.0,1,2,19.85,703
5342,37.0,0,0,64.75,1701
6240,1.0,0,0,93.3,5329
4310,72.0,2,2,65.6,3263
2582,12.0,0,0,105.3,446
4925,64.0,2,1,108.5,4534
652,35.0,1,2,20.1,4371
6308,2.0,0,0,70.35,620
524,34.0,0,0,100.05,2546
5250,12.0,0,0,94.55,288
7012,62.0,2,2,84.95,3633
6951,49.0,1,2,19.9,41
6107,1.0,1,0,19.95,1291
256,61.0,2,2,115.1,4614
581,1.0,2,0,75.3,4806
2487,24.0,2,0,60.45,713
2926,69.0,2,2,116.0,5079
315,51.0,2,1,110.05,3926
6019,41.0,0,1,80.55,2401
1353,66.0,1,1,20.35,573
5706,1.0,0,0,75.7,4812
2071,67.0,0,2,94.1,4264
4684,69.0,0,1,104.05,4709
882,6.0,0,0,83.9,3526
697,3.0,0,0,50.15,1017
1750,50.0,0,2,89.7,3072
2739,61.0,0,1,101.15,4304
3772,1.0,2,0,95.0,5371
6729,68.0,0,2,72.95,3518
2326,72.0,0,1,109.15,4914
792,8.0,1,2,19.85,745
406,60.0,2,1,95.4,4006
6617,48.0,2,1,83.45,2798
546,39.0,0,0,86.3,2404
5225,72.0,0,1,104.45,4791
133,1.0,0,0,35.45,2559
3659,67.0,2,1,109.9,4738
5085,39.0,0,0,40.6,782
2623,2.0,2,0,80.55,1254
2066,64.0,1,2,24.8,817
115,3.0,2,0,89.85,1825
2704,53.0,0,1,60.6,2417
3811,2.0,2,0,54.45,5222
5256,52.0,0,2,96.25,3536
2356,46.0,0,0,45.2,1462
4844,37.0,1,1,20.3,4831
3417,8.0,0,0,56.3,2873
1,34.0,2,1,56.95,1266
1150,41.0,0,0,40.35,1012
6040,1.0,0,0,70.75,4607
3265,29.0,0,0,70.75,1366
744,5.0,0,0,44.05,1431
5281,72.0,2,2,66.75,3383
3521,57.0,2,1,53.45,2248
2949,56.0,2,1,60.25,2412
1918,24.0,2,0,54.95,559
6856,58.0,1,2,25.15,809
266,50.0,1,2,24.9,323
961,17.0,1,1,20.5,2665
4193,10.0,1,0,19.75,1478
5520,55.0,2,1,84.25,3271
2473,6.0,1,0,19.85,313
6392,60.0,0,0,49.75,2256
1908,69.0,1,2,19.95,636
205,33.0,0,1,79.95,2000
4274,45.0,1,1,18.85,5215
6539,26.0,0,0,73.05,1352
2434,3.0,1,0,19.65,4111
347,70.0,1,2,19.45,491
4624,8.0,0,0,94.7,4772
4999,16.0,1,2,19.7,2209
5617,2.0,1,0,20.75,3136
4539,67.0,2,2,79.7,3708
503,52.0,2,0,84.05,3086
734,27.0,0,0,90.15,1774
7018,1.0,0,0,70.65,4605
6536,1.0,0,0,24.4,1748
6739,4.0,0,0,55.9,1731
659,37.0,1,0,20.35,4583
2126,1.0,0,0,44.45,3140
2262,2.0,0,0,80.2,742
4751,11.0,1,0,23.15,1802
4009,63.0,2,2,86.7,3719
2718,62.0,2,2,43.7,1943
3869,50.0,0,1,98.25,3437
665,3.0,0,0,74.75,1729
3535,64.0,0,2,109.2,4462
4668,2.0,2,0,61.2,406
856,72.0,2,2,86.05,4266
6661,72.0,0,2,53.65,2734
4358,13.0,0,1,64.75,5233
1289,63.0,2,1,68.8,2938
743,61.0,1,2,24.1,865
658,2.0,1,1,19.85,2563
4051,72.0,0,2,97.7,4526
4411,57.0,2,0,49.9,2062
5802,42.0,0,0,49.55,1474
1950,65.0,0,0,91.85,4072
4327,7.0,0,0,69.9,3525
6723,46.0,1,2,20.05,5279
2179,5.0,1,1,19.55,5431
979,35.0,2,1,54.95,1314
980,20.0,1,0,19.5,2951
5789,25.0,1,2,19.8,3375
